section,rectangle,ROI,label,xcentroid,ycentroid,MajorAxis,MinorAxis,angle,circ.,AR,round,solidity
1,2,42,20210909_Xyln_01_2.tif,4.597,4.72,0.79,0.549,166.665,0.896,1.44,0.694,0.933
1,2,43,20210909_Xyln_01_2.tif,2.771,4.884,0.846,0.439,158.045,0.809,1.925,0.52,0.928
1,2,44,20210909_Xyln_01_2.tif,3.511,4.885,0.388,0.341,86.848,0.936,1.137,0.879,0.948
1,2,45,20210909_Xyln_01_2.tif,2.022,5.114,0.762,0.504,171.967,0.933,1.512,0.662,0.956
1,3,1,20210909_Xyln_01_3.tif,3.337,0.539,0.995,0.537,143.889,0.764,1.852,0.54,0.899
1,3,2,20210909_Xyln_01_3.tif,5.84,0.582,0.888,0.619,161.949,0.888,1.436,0.697,0.942
1,3,3,20210909_Xyln_01_3.tif,1.379,0.647,0.886,0.55,162.422,0.849,1.61,0.621,0.931
1,3,4,20210909_Xyln_01_3.tif,5.148,0.409,0.095,0.065,135,1,1.464,0.683,0.857
1,3,5,20210909_Xyln_01_3.tif,4.179,0.731,0.712,0.536,130.726,0.799,1.328,0.753,0.902
1,3,6,20210909_Xyln_01_3.tif,5.005,0.924,0.716,0.404,142.083,0.683,1.772,0.564,0.831
1,3,7,20210909_Xyln_01_3.tif,2.189,1.01,0.818,0.639,169.061,0.902,1.28,0.781,0.93
1,3,8,20210909_Xyln_01_3.tif,3.779,1.305,0.89,0.533,142.58,0.776,1.67,0.599,0.891
1,3,9,20210909_Xyln_01_3.tif,1.085,1.25,0.898,0.549,159.909,0.836,1.636,0.611,0.934
1,3,10,20210909_Xyln_01_3.tif,4.735,1.46,0.975,0.533,152.269,0.757,1.828,0.547,0.892
1,3,11,20210909_Xyln_01_3.tif,2.891,1.614,0.883,0.608,157.407,0.868,1.452,0.689,0.927
1,3,12,20210909_Xyln_01_3.tif,1.967,1.641,0.908,0.543,172.219,0.798,1.671,0.598,0.919
1,3,13,20210909_Xyln_01_3.tif,5.666,2.151,1.064,0.437,143.584,0.625,2.437,0.41,0.879
1,3,14,20210909_Xyln_01_3.tif,1.437,2.11,0.751,0.519,151.51,0.861,1.446,0.691,0.917
1,3,15,20210909_Xyln_01_3.tif,4.124,2.193,0.922,0.253,132.912,0.362,3.642,0.275,0.72
1,3,16,20210909_Xyln_01_3.tif,4.836,2.138,1.047,0.479,156.799,0.641,2.185,0.458,0.832
1,3,17,20210909_Xyln_01_3.tif,2.226,2.377,0.905,0.591,131.186,0.881,1.531,0.653,0.935
1,3,18,20210909_Xyln_01_3.tif,2.95,2.287,0.865,0.554,147.346,0.851,1.561,0.64,0.926
1,3,19,20210909_Xyln_01_3.tif,3.74,2.463,0.687,0.532,141.853,0.814,1.29,0.775,0.927
1,3,20,20210909_Xyln_01_3.tif,1.171,2.695,0.771,0.608,174.438,0.939,1.267,0.789,0.948
1,3,21,20210909_Xyln_01_3.tif,5.019,2.798,0.995,0.39,153.357,0.602,2.549,0.392,0.823
1,3,22,20210909_Xyln_01_3.tif,5.762,2.723,1.061,0.292,155.695,0.506,3.635,0.275,0.813
1,3,23,20210909_Xyln_01_3.tif,2.015,2.913,0.855,0.425,160.422,0.692,2.01,0.498,0.854
1,3,24,20210909_Xyln_01_3.tif,3.062,2.985,0.872,0.615,150.565,0.845,1.418,0.705,0.93
1,3,25,20210909_Xyln_01_3.tif,3.87,3.071,0.69,0.488,164.033,0.849,1.415,0.707,0.908
1,3,27,20210909_Xyln_01_3.tif,6.058,3.325,1.045,0.429,157.207,0.629,2.436,0.41,0.844
1,3,28,20210909_Xyln_01_3.tif,0.552,3.323,0.757,0.619,4.366,0.919,1.223,0.818,0.936
1,3,29,20210909_Xyln_01_3.tif,1.34,3.397,0.659,0.623,19.972,0.895,1.057,0.946,0.926
1,3,30,20210909_Xyln_01_3.tif,2.836,3.455,0.895,0.35,146.229,0.618,2.555,0.391,0.861
1,3,31,20210909_Xyln_01_3.tif,5.168,3.48,0.831,0.479,152.604,0.791,1.734,0.577,0.896
1,3,32,20210909_Xyln_01_3.tif,2.159,3.545,0.832,0.578,151.509,0.89,1.438,0.696,0.928
1,3,33,20210909_Xyln_01_3.tif,4.491,3.624,0.769,0.445,140.927,0.828,1.728,0.579,0.897
1,3,34,20210909_Xyln_01_3.tif,3.566,3.955,0.797,0.635,159.079,0.867,1.255,0.797,0.925
1,3,35,20210909_Xyln_01_3.tif,0.853,4.038,0.794,0.525,153.492,0.88,1.511,0.662,0.929
1,3,36,20210909_Xyln_01_3.tif,1.792,4.078,0.911,0.526,160.627,0.828,1.733,0.577,0.921
1,3,37,20210909_Xyln_01_3.tif,2.795,4.111,0.736,0.535,159.302,0.835,1.375,0.727,0.901
1,3,38,20210909_Xyln_01_3.tif,5.874,4.104,0.797,0.477,143.957,0.82,1.673,0.598,0.906
1,3,39,20210909_Xyln_01_3.tif,4.382,4.237,0.771,0.527,146.175,0.808,1.462,0.684,0.897
1,3,40,20210909_Xyln_01_3.tif,5.143,4.219,0.732,0.589,141.861,0.903,1.242,0.805,0.929
1,3,41,20210909_Xyln_01_3.tif,0.789,4.701,0.788,0.505,121.377,0.86,1.56,0.641,0.919
1,3,42,20210909_Xyln_01_3.tif,2.443,4.713,0.803,0.589,154.332,0.875,1.363,0.734,0.916
1,3,43,20210909_Xyln_01_3.tif,1.577,4.721,0.785,0.576,160.58,0.906,1.364,0.733,0.936
1,3,44,20210909_Xyln_01_3.tif,3.431,4.713,0.713,0.579,172.314,0.899,1.232,0.811,0.932
1,3,45,20210909_Xyln_01_3.tif,5.819,4.729,0.706,0.579,155.288,0.952,1.22,0.82,0.934
1,3,46,20210909_Xyln_01_3.tif,4.22,4.814,0.827,0.534,142.735,0.811,1.548,0.646,0.915
1,3,47,20210909_Xyln_01_3.tif,5.082,4.943,0.801,0.479,148.896,0.855,1.671,0.598,0.935
1,3,48,20210909_Xyln_01_3.tif,2.186,5.352,0.791,0.59,163.341,0.908,1.34,0.746,0.926
1,3,49,20210909_Xyln_01_3.tif,3.089,5.353,0.837,0.525,148.388,0.821,1.595,0.627,0.916
1,3,50,20210909_Xyln_01_3.tif,1.313,5.363,0.776,0.588,167.875,0.895,1.319,0.758,0.931
1,3,51,20210909_Xyln_01_3.tif,6.042,5.389,0.815,0.489,171.29,0.841,1.668,0.6,0.917
1,3,52,20210909_Xyln_01_3.tif,3.981,5.465,0.835,0.583,161.528,0.883,1.431,0.699,0.937
1,3,53,20210909_Xyln_01_3.tif,4.877,5.533,0.834,0.482,153.93,0.824,1.73,0.578,0.901
1,4,1,20210909_Xyln_01_4.tif,4.777,0.488,0.671,0.52,138.987,0.954,1.292,0.774,0.941
1,4,2,20210909_Xyln_01_4.tif,1.69,0.576,0.845,0.42,140.522,0.82,2.014,0.497,0.928
1,4,3,20210909_Xyln_01_4.tif,3.432,0.628,0.792,0.393,132.893,0.743,2.013,0.497,0.89
1,4,4,20210909_Xyln_01_4.tif,0.986,0.823,0.776,0.609,152.079,0.914,1.274,0.785,0.947
1,4,5,20210909_Xyln_01_4.tif,2.574,1.007,0.743,0.52,149.024,0.881,1.431,0.699,0.933
1,4,6,20210909_Xyln_01_4.tif,4.251,0.988,0.728,0.563,173.989,0.956,1.294,0.773,0.95
1,4,7,20210909_Xyln_01_4.tif,3.393,1.287,0.753,0.61,137.3,0.964,1.235,0.81,0.951
1,4,8,20210909_Xyln_01_4.tif,1.8,1.324,0.837,0.588,154.359,0.864,1.423,0.703,0.947
1,4,9,20210909_Xyln_01_4.tif,4.781,1.586,1.003,0.599,173.139,0.842,1.674,0.597,0.952
1,4,10,20210909_Xyln_01_4.tif,2.582,1.811,0.778,0.56,111.28,0.877,1.391,0.719,0.932
1,4,11,20210909_Xyln_01_4.tif,3.965,1.871,0.733,0.583,157.018,0.925,1.256,0.796,0.931
1,4,12,20210909_Xyln_01_4.tif,1.819,1.951,0.795,0.548,162.489,0.801,1.451,0.689,0.915
1,4,13,20210909_Xyln_01_4.tif,1.286,2.221,0.968,0.46,131.382,0.59,2.106,0.475,0.831
1,4,14,20210909_Xyln_01_4.tif,3.285,2.261,0.754,0.559,116.265,0.849,1.347,0.742,0.913
1,4,15,20210909_Xyln_01_4.tif,2.295,2.391,0.39,0.338,17.383,0.942,1.154,0.867,0.964
1,4,16,20210909_Xyln_01_4.tif,2.16,2.888,0.939,0.535,168.634,0.804,1.754,0.57,0.917
1,4,18,20210909_Xyln_01_4.tif,3.421,3.305,0.854,0.604,150.058,0.916,1.413,0.708,0.944
1,4,20,20210909_Xyln_01_4.tif,2.673,3.61,0.948,0.692,149.023,0.891,1.37,0.73,0.943
1,4,22,20210909_Xyln_01_4.tif,1.277,3.99,0.825,0.447,159.845,0.822,1.846,0.542,0.928
1,4,23,20210909_Xyln_01_4.tif,0.725,4.389,0.732,0.525,176.137,0.885,1.393,0.718,0.938
1,4,24,20210909_Xyln_01_4.tif,2.775,4.62,0.75,0.405,134.464,0.83,1.854,0.54,0.922
1,4,25,20210909_Xyln_01_4.tif,1.528,4.648,0.694,0.608,2.901,0.941,1.142,0.876,0.955
1,4,26,20210909_Xyln_01_4.tif,2.271,4.843,0.721,0.541,133.221,0.89,1.333,0.75,0.934
1,4,27,20210909_Xyln_01_4.tif,0.788,4.969,0.83,0.456,173.844,0.852,1.821,0.549,0.958
1,4,28,20210909_Xyln_01_4.tif,1.622,5.317,0.785,0.56,154.506,0.911,1.401,0.714,0.949
1,4,29,20210909_Xyln_01_4.tif,4.84,5.357,0.69,0.577,150.945,0.937,1.195,0.837,0.951
1,4,31,20210909_Xyln_01_4.tif,0.9,5.559,0.806,0.443,160.469,0.814,1.819,0.55,0.907
1,4,32,20210909_Xyln_01_4.tif,4.593,5.994,0.935,0.561,150.283,0.871,1.667,0.6,0.942
1,4,33,20210909_Xyln_01_4.tif,1.663,5.907,0.619,0.385,174.788,0.846,1.608,0.622,0.92
1,4,34,20210909_Xyln_01_4.tif,3.304,5.888,0.646,0.396,166.02,0.861,1.631,0.613,0.956
1,4,35,20210909_Xyln_01_4.tif,0.526,6.067,0.663,0.455,159.367,0.917,1.456,0.687,0.95
1,5,1,20210909_Xyln_01_5.tif,1.191,0.451,0.886,0.53,149.351,0.813,1.673,0.598,0.91
1,5,2,20210909_Xyln_01_5.tif,3.139,0.492,0.975,0.498,166.024,0.81,1.956,0.511,0.937
1,5,5,20210909_Xyln_01_5.tif,2.32,0.708,0.825,0.561,155.427,0.867,1.47,0.68,0.932
1,5,6,20210909_Xyln_01_5.tif,4.055,0.905,0.718,0.473,132.617,0.86,1.517,0.659,0.917
1,5,7,20210909_Xyln_01_5.tif,5.086,0.816,0.894,0.446,163.469,0.77,2.003,0.499,0.907
1,5,8,20210909_Xyln_01_5.tif,6.335,0.83,0.743,0.413,172.279,0.717,1.801,0.555,0.856
1,5,10,20210909_Xyln_01_5.tif,3.191,1.105,0.937,0.522,155.443,0.794,1.794,0.557,0.914
1,5,11,20210909_Xyln_01_5.tif,1.36,1.077,0.922,0.46,152.404,0.75,2.005,0.499,0.909
1,5,12,20210909_Xyln_01_5.tif,5.97,1.236,0.798,0.309,156.229,0.663,2.578,0.388,0.854
1,5,13,20210909_Xyln_01_5.tif,2.413,1.36,1.012,0.494,152.705,0.741,2.048,0.488,0.876
1,5,14,20210909_Xyln_01_5.tif,5.003,1.37,0.982,0.524,155.59,0.763,1.875,0.533,0.917
1,5,15,20210909_Xyln_01_5.tif,6.966,1.433,0.89,0.44,147.351,0.779,2.024,0.494,0.894
1,5,16,20210909_Xyln_01_5.tif,1.084,1.567,0.805,0.603,154.337,0.909,1.335,0.749,0.935
1,5,17,20210909_Xyln_01_5.tif,4.536,1.703,0.873,0.394,159.056,0.651,2.219,0.451,0.87
1,5,18,20210909_Xyln_01_5.tif,3.411,1.778,0.934,0.581,165.046,0.858,1.607,0.622,0.94
1,5,20,20210909_Xyln_01_5.tif,5.851,1.811,0.759,0.507,137.687,0.776,1.496,0.669,0.884
1,5,21,20210909_Xyln_01_5.tif,1.947,1.82,0.812,0.59,161.108,0.887,1.376,0.727,0.945
1,5,22,20210909_Xyln_01_5.tif,6.614,1.884,0.901,0.493,143.38,0.77,1.825,0.548,0.923
1,5,24,20210909_Xyln_01_5.tif,2.878,2.175,0.883,0.496,156.533,0.791,1.779,0.562,0.904
