spp,wl,Transm
X.euca,771.037,0.98896
X.euca,771.311,0.99133
X.euca,771.584,0.98988
X.euca,771.858,0.99028
X.euca,772.131,0.9894
X.euca,772.405,0.9886
X.euca,772.678,0.98952
X.euca,772.952,0.9895
X.euca,773.225,0.99106
X.euca,773.499,0.98782
X.euca,773.772,0.98905
X.euca,774.045,0.98928
X.euca,774.319,0.98991
X.euca,774.592,0.9887
X.euca,774.866,0.98764
X.euca,775.139,0.98693
X.euca,775.413,0.98885
X.euca,775.686,0.99018
X.euca,775.96,0.98975
X.euca,776.233,0.98954
X.euca,776.507,0.99107
X.euca,776.78,0.98862
X.euca,777.053,0.99122
X.euca,777.327,0.98805
X.euca,777.6,0.9894
X.euca,777.874,0.98863
X.euca,778.147,0.98947
X.euca,778.42,0.98849
X.euca,778.694,0.98763
X.euca,778.967,0.9886
X.euca,779.241,0.98874
X.euca,779.514,0.98835
X.euca,779.788,0.98787
X.euca,780.061,0.98753
X.euca,780.334,0.98954
X.euca,780.608,0.98811
X.euca,780.881,0.98928
X.euca,781.154,0.99001
X.euca,781.428,0.98744
X.euca,781.701,0.98918
X.euca,781.975,0.98885
X.euca,782.248,0.98788
X.euca,782.521,0.98588
X.euca,782.795,0.98733
X.euca,783.068,0.98675
X.euca,783.341,0.98646
X.euca,783.615,0.98827
X.euca,783.888,0.98696
X.euca,784.162,0.98792
X.euca,784.435,0.98748
X.euca,784.708,0.98576
X.euca,784.982,0.98695
X.euca,785.255,0.98559
X.euca,785.528,0.98576
X.euca,785.802,0.9859
X.euca,786.075,0.98564
X.euca,786.348,0.98732
X.euca,786.622,0.98818
X.euca,786.895,0.98561
X.euca,787.168,0.98601
X.euca,787.442,0.98489
X.euca,787.715,0.98482
X.euca,787.988,0.98361
X.euca,788.262,0.98486
X.euca,788.535,0.98552
X.euca,788.808,0.98576
X.euca,789.081,0.98448
X.euca,789.355,0.98318
X.euca,789.628,0.98471
X.euca,789.901,0.98527
X.euca,790.175,0.98614
P.ocul,509.05,0.60738
P.ocul,509.327,0.60075
P.ocul,509.603,0.60337
P.ocul,509.879,0.60504
P.ocul,510.156,0.6063
P.ocul,510.432,0.60768
P.ocul,510.708,0.61031
P.ocul,510.984,0.61173
P.ocul,511.261,0.61366
P.ocul,511.537,0.6167
P.ocul,511.813,0.61866
P.ocul,512.09,0.6212
P.ocul,512.366,0.62356
P.ocul,512.642,0.62501
P.ocul,512.918,0.62661
P.ocul,513.195,0.62867
P.ocul,513.471,0.6308
P.ocul,513.747,0.63212
P.ocul,514.024,0.63359
P.ocul,514.3,0.63545
P.ocul,514.576,0.63697
P.ocul,514.852,0.63918
P.ocul,515.129,0.64138
P.ocul,515.405,0.64326
P.ocul,515.681,0.64485
P.ocul,515.957,0.64659
P.ocul,516.234,0.64837
P.ocul,516.51,0.65015
P.ocul,516.786,0.65131
P.ocul,517.062,0.65437
P.ocul,517.339,0.65574
P.ocul,517.615,0.65733
P.ocul,517.891,0.65899
P.ocul,518.167,0.66024
P.ocul,518.443,0.66183
P.ocul,518.72,0.6636
P.ocul,518.996,0.6645
P.ocul,519.272,0.66685
P.ocul,519.548,0.6688
P.ocul,519.824,0.66978
P.ocul,520.101,0.67187
P.ocul,520.377,0.67337
P.ocul,520.653,0.67515
P.ocul,520.929,0.67636
P.ocul,521.205,0.67825
P.ocul,521.482,0.67922
P.ocul,521.758,0.68075
P.ocul,522.034,0.68161
P.ocul,522.31,0.68351
P.ocul,522.586,0.68524
P.ocul,522.863,0.68687
P.ocul,523.139,0.68816
P.ocul,523.415,0.68967
P.ocul,523.691,0.69087
P.ocul,523.967,0.69251
P.ocul,524.243,0.69357
P.ocul,524.52,0.69513
P.ocul,524.796,0.69625
P.ocul,525.072,0.69792
P.ocul,525.348,0.69894
P.ocul,525.624,0.7004
P.ocul,525.9,0.7008
P.ocul,526.176,0.70218
P.ocul,526.453,0.70357
P.ocul,526.729,0.70499
P.ocul,527.005,0.70597
P.ocul,527.281,0.70732
P.ocul,527.557,0.70802
P.ocul,527.833,0.70956
P.ocul,528.109,0.71088
P.ocul,528.385,0.71173
P.ocul,528.661,0.71323
P.ocul,528.938,0.71424
P.ocul,529.214,0.71529
P.ocul,529.49,0.71702
P.ocul,529.766,0.71789
P.ocul,530.042,0.71903
P.ocul,530.318,0.72005
P.ocul,530.594,0.72085
P.ocul,530.87,0.72165
P.ocul,531.146,0.72274
P.ocul,531.422,0.72396
P.ocul,531.699,0.7245
P.ocul,531.975,0.7251
P.ocul,532.251,0.72662
P.ocul,532.527,0.72712
P.ocul,532.803,0.728
P.ocul,533.079,0.72873
P.ocul,533.355,0.72973
P.ocul,533.631,0.73021
P.ocul,533.907,0.73141
P.ocul,534.183,0.7319
P.ocul,534.459,0.73311
P.ocul,534.735,0.73425
P.ocul,535.011,0.73479
P.ocul,535.287,0.73527
P.ocul,535.563,0.73625
P.ocul,535.839,0.73681
P.ocul,536.115,0.73797
P.ocul,536.391,0.73823
P.ocul,536.667,0.73901
P.ocul,536.943,0.73936
P.ocul,537.219,0.73911
P.ocul,537.495,0.74068
P.ocul,537.771,0.74068
P.ocul,538.047,0.74104
P.ocul,538.323,0.74209
P.ocul,538.599,0.74309
P.ocul,538.875,0.74362
P.ocul,539.151,0.74396
P.ocul,539.427,0.74485
P.ocul,539.703,0.74615
P.ocul,539.979,0.74587
P.ocul,540.255,0.74633
P.ocul,540.531,0.74739
P.ocul,540.807,0.74773
P.ocul,541.083,0.7478
P.ocul,541.359,0.74865
P.ocul,541.635,0.74895
P.ocul,541.911,0.74919
P.ocul,542.187,0.75033
P.ocul,542.463,0.75047
P.ocul,542.739,0.75013
P.ocul,543.015,0.75083
P.ocul,543.291,0.75163
P.ocul,543.567,0.75142
P.ocul,543.843,0.75176
P.ocul,544.119,0.75178
P.ocul,544.395,0.75279
P.ocul,544.671,0.75336
P.ocul,544.947,0.75316
P.ocul,545.223,0.75364
P.ocul,545.499,0.75517
P.ocul,545.775,0.75538
P.ocul,546.05,0.75489
P.ocul,546.326,0.75509
P.ocul,546.602,0.75471
P.ocul,546.878,0.75641
P.ocul,547.154,0.75716
P.ocul,547.43,0.75683
P.ocul,547.706,0.75727
P.ocul,547.982,0.75654
P.ocul,548.258,0.75599
P.ocul,548.534,0.75663
P.ocul,548.81,0.75774
P.ocul,549.085,0.75854
P.ocul,549.361,0.75843
P.ocul,549.637,0.75835
P.ocul,549.913,0.75782
P.ocul,550.189,0.75851
P.ocul,550.465,0.75872
P.ocul,550.741,0.75799
P.ocul,551.017,0.75851
P.ocul,551.292,0.75891
P.ocul,551.568,0.75909
P.ocul,551.844,0.75888
P.ocul,552.12,0.75953
P.ocul,552.396,0.75939
P.ocul,552.672,0.76018
P.ocul,552.948,0.76016
P.ocul,553.223,0.75984
P.ocul,553.499,0.75986
P.ocul,553.775,0.75935
P.ocul,554.051,0.76005
P.ocul,554.327,0.75991
P.ocul,554.603,0.76009
P.ocul,554.878,0.76006
P.ocul,555.154,0.76005
P.ocul,555.43,0.75924
P.ocul,555.706,0.75925
P.ocul,555.982,0.75935
P.ocul,556.258,0.75923
P.ocul,556.533,0.75898
P.ocul,556.809,0.75932
P.ocul,557.085,0.7586
P.ocul,557.361,0.75879
P.ocul,557.637,0.759
P.ocul,557.912,0.75866
P.ocul,558.188,0.75888
P.ocul,558.464,0.7586
P.ocul,558.74,0.75924
P.ocul,559.016,0.75902
P.ocul,559.291,0.75906
P.ocul,559.567,0.75843
P.ocul,559.843,0.75889
P.ocul,560.119,0.75834
P.ocul,560.394,0.75792
P.ocul,560.67,0.75757
P.ocul,560.946,0.75681
P.ocul,561.222,0.75616
P.ocul,561.497,0.75638
P.ocul,561.773,0.75647
P.ocul,562.049,0.75601
P.ocul,562.325,0.75555
P.ocul,562.6,0.75604
P.ocul,562.876,0.75535
P.ocul,563.152,0.75472
P.ocul,563.428,0.75397
P.ocul,563.703,0.75379
P.ocul,563.979,0.75308
P.ocul,564.255,0.75395
P.ocul,564.531,0.75299
P.ocul,564.806,0.75311
P.ocul,565.082,0.75299
P.ocul,565.358,0.75199
P.ocul,565.633,0.75145
P.ocul,565.909,0.75132
P.ocul,566.185,0.75074
P.ocul,566.461,0.75102
P.ocul,566.736,0.75028
P.ocul,567.012,0.74935
P.ocul,567.288,0.74958
P.ocul,567.563,0.74848
P.ocul,567.839,0.74809
P.ocul,568.115,0.74706
P.ocul,568.39,0.74711
P.ocul,568.666,0.74705
P.ocul,568.942,0.7468
P.ocul,569.217,0.74598
P.ocul,569.493,0.74496
P.ocul,569.769,0.74487
P.ocul,570.044,0.74505
P.ocul,570.32,0.74426
P.ocul,570.596,0.74312
P.ocul,570.871,0.74298
P.ocul,571.147,0.74244
P.ocul,571.423,0.74226
P.ocul,571.698,0.74082
P.ocul,571.974,0.74045
P.ocul,572.25,0.73999
P.ocul,572.525,0.73986
P.ocul,572.801,0.73879
P.ocul,573.077,0.73784
P.ocul,573.352,0.73747
P.ocul,573.628,0.73706
P.ocul,573.903,0.73633
P.ocul,574.179,0.73549
P.ocul,574.455,0.73569
P.ocul,574.73,0.73512
P.ocul,575.006,0.73379
P.ocul,575.282,0.73336
P.ocul,575.557,0.73305
P.ocul,575.833,0.73261
P.ocul,576.108,0.73066
P.ocul,576.384,0.72913
P.ocul,576.66,0.72948
P.ocul,576.935,0.7294
P.ocul,577.211,0.72856
P.ocul,577.486,0.7272
P.ocul,577.762,0.72639
P.ocul,578.038,0.72584
P.ocul,578.313,0.72496
P.ocul,578.589,0.72418
P.ocul,578.864,0.7238
P.ocul,579.14,0.72294
P.ocul,579.415,0.72312
P.ocul,579.691,0.72203
P.ocul,579.966,0.72135
P.ocul,580.242,0.72053
P.ocul,580.518,0.71946
P.ocul,580.793,0.71894
P.ocul,581.069,0.71719
P.ocul,581.344,0.71701
P.ocul,581.62,0.71673
P.ocul,581.895,0.71584
P.ocul,582.171,0.71555
P.ocul,582.446,0.71452
P.ocul,582.722,0.7137
P.ocul,582.997,0.71327
P.ocul,583.273,0.71278
P.ocul,583.548,0.71208
P.ocul,583.824,0.71147
P.ocul,584.1,0.711
P.ocul,584.375,0.70971
P.ocul,584.651,0.709
P.ocul,584.926,0.70827
P.ocul,585.202,0.70804
P.ocul,585.477,0.70748
P.ocul,585.753,0.70656
P.ocul,586.028,0.70591
P.ocul,586.304,0.70492
P.ocul,586.579,0.70406
P.ocul,586.855,0.70382
P.ocul,587.13,0.70331
P.ocul,587.405,0.7024
P.ocul,587.681,0.70257
P.ocul,587.956,0.70092
P.ocul,588.232,0.70035
P.ocul,588.507,0.7002
P.ocul,588.783,0.69938
P.ocul,589.058,0.69878
P.ocul,589.334,0.69785
P.ocul,589.609,0.69746
P.ocul,589.885,0.69715
P.ocul,590.16,0.6962
P.ocul,590.436,0.69593
P.ocul,590.711,0.69563
P.ocul,590.986,0.69484
P.ocul,591.262,0.69452
P.ocul,591.537,0.6939
P.ocul,591.813,0.69358
P.ocul,592.088,0.69285
P.ocul,592.364,0.69168
P.ocul,592.639,0.69099
P.ocul,592.914,0.69051
P.ocul,593.19,0.68988
P.ocul,593.465,0.68945
P.ocul,593.741,0.68893
P.ocul,594.016,0.68877
P.ocul,594.291,0.68825
P.ocul,594.567,0.68717
P.ocul,594.842,0.68639
P.ocul,595.118,0.68572
P.ocul,595.393,0.68517
P.ocul,595.668,0.68425
P.ocul,595.944,0.68397
P.ocul,596.219,0.68378
P.ocul,596.495,0.68307
P.ocul,596.77,0.68226
P.ocul,597.045,0.68205
P.ocul,597.321,0.68145
P.ocul,597.596,0.68057
P.ocul,597.871,0.68033
P.ocul,598.147,0.67923
P.ocul,598.422,0.67863
P.ocul,598.698,0.67819
P.ocul,598.973,0.67805
P.ocul,599.248,0.67709
P.ocul,599.524,0.67723
P.ocul,599.799,0.67685
P.ocul,600.074,0.67673
P.ocul,600.35,0.67561
P.ocul,600.625,0.67554
P.ocul,600.9,0.67438
P.ocul,601.176,0.67346
P.ocul,601.451,0.67314
P.ocul,601.726,0.67224
P.ocul,602.002,0.67119
P.ocul,602.277,0.67128
P.ocul,602.552,0.67007
P.ocul,602.828,0.66994
P.ocul,603.103,0.66926
P.ocul,603.378,0.66869
P.ocul,603.653,0.66821
P.ocul,603.929,0.6673
P.ocul,604.204,0.66598
P.ocul,604.479,0.66525
P.ocul,604.755,0.66398
P.ocul,605.03,0.66351
P.ocul,605.305,0.6629
P.ocul,605.581,0.66251
P.ocul,605.856,0.66152
P.ocul,606.131,0.66074
P.ocul,606.406,0.66044
P.ocul,606.682,0.65933
P.ocul,606.957,0.65795
P.ocul,607.232,0.65751
P.ocul,607.507,0.65699
P.ocul,607.783,0.65609
P.ocul,608.058,0.65503
P.ocul,608.333,0.6542
P.ocul,608.608,0.65311
P.ocul,608.884,0.65256
P.ocul,609.159,0.6523
P.ocul,609.434,0.65129
P.ocul,609.709,0.65069
P.ocul,609.985,0.65016
P.ocul,610.26,0.64897
P.ocul,610.535,0.64773
P.ocul,610.81,0.64663
P.ocul,611.086,0.64638
P.ocul,611.361,0.64489
P.ocul,611.636,0.64415
P.ocul,611.911,0.64384
P.ocul,612.186,0.64287
P.ocul,612.462,0.64195
P.ocul,612.737,0.64183
P.ocul,613.012,0.64063
P.ocul,613.287,0.63907
P.ocul,613.562,0.6384
P.ocul,613.838,0.63783
P.ocul,614.113,0.63643
P.ocul,614.388,0.63504
P.ocul,614.663,0.63424
P.ocul,614.938,0.6336
P.ocul,615.214,0.63288
P.ocul,615.489,0.63211
P.ocul,615.764,0.63109
P.ocul,616.039,0.63012
P.ocul,616.314,0.62921
P.ocul,616.589,0.62774
P.ocul,616.865,0.62668
P.ocul,617.14,0.62535
P.ocul,617.415,0.6244
P.ocul,617.69,0.62384
P.ocul,617.965,0.6228
P.ocul,618.24,0.62206
P.ocul,618.516,0.62175
P.ocul,618.791,0.62134
P.ocul,619.066,0.62006
P.ocul,619.341,0.61878
P.ocul,619.616,0.61773
P.ocul,619.891,0.61612
P.ocul,620.166,0.61504
P.ocul,620.441,0.6139
P.ocul,620.717,0.61316
P.ocul,620.992,0.61218
P.ocul,621.267,0.61061
P.ocul,621.542,0.61037
P.ocul,621.817,0.60908
P.ocul,622.092,0.60832
P.ocul,622.367,0.60723
P.ocul,622.642,0.60624
P.ocul,622.917,0.60502
P.ocul,623.193,0.60337
P.ocul,623.468,0.60227
P.ocul,623.743,0.5999
P.ocul,624.018,0.59831
P.ocul,624.293,0.59715
P.ocul,624.568,0.5967
P.ocul,624.843,0.59587
P.ocul,625.118,0.59526
P.ocul,625.393,0.59443
P.ocul,625.668,0.59348
P.ocul,625.943,0.59142
P.ocul,626.218,0.59032
P.ocul,626.493,0.58951
P.ocul,626.768,0.58823
P.ocul,627.044,0.58706
P.ocul,627.319,0.58587
P.ocul,627.594,0.58481
P.ocul,627.869,0.58307
P.ocul,628.144,0.58243
P.ocul,628.419,0.58206
P.ocul,628.694,0.58077
P.ocul,628.969,0.57976
P.ocul,629.244,0.57899
P.ocul,629.519,0.57809
P.ocul,629.794,0.57696
P.ocul,630.069,0.57569
P.ocul,630.344,0.57403
P.ocul,630.619,0.57324
P.ocul,630.894,0.57236
P.ocul,631.169,0.57104
P.ocul,631.444,0.57011
P.ocul,631.719,0.56935
P.ocul,631.994,0.56857
P.ocul,632.269,0.56805
P.ocul,632.544,0.56688
P.ocul,632.819,0.56622
P.ocul,633.094,0.56537
P.ocul,633.369,0.56413
P.ocul,633.644,0.56328
P.ocul,633.919,0.56272
P.ocul,634.194,0.56227
P.ocul,634.469,0.56136
P.ocul,634.744,0.56059
P.ocul,635.019,0.55969
P.ocul,635.294,0.56016
P.ocul,635.569,0.56026
P.ocul,635.844,0.55972
P.ocul,636.119,0.55984
P.ocul,636.394,0.55983
P.ocul,636.669,0.55864
P.ocul,636.943,0.55807
P.ocul,637.218,0.55779
P.ocul,637.493,0.55852
P.ocul,637.768,0.55804
P.ocul,638.043,0.5579
P.ocul,638.318,0.55819
P.ocul,638.593,0.55776
P.ocul,638.868,0.55828
P.ocul,639.143,0.55834
P.ocul,639.418,0.55885
P.ocul,639.693,0.55898
P.ocul,639.968,0.55886
P.ocul,640.243,0.55874
P.ocul,640.518,0.55864
P.ocul,640.792,0.55878
P.ocul,641.067,0.55854
P.ocul,641.342,0.55878
P.ocul,641.617,0.55969
P.ocul,641.892,0.55973
P.ocul,642.167,0.56071
P.ocul,642.442,0.56154
P.ocul,642.717,0.56222
P.ocul,642.992,0.56356
P.ocul,643.266,0.56349
P.ocul,643.541,0.56382
P.ocul,643.816,0.56396
P.ocul,644.091,0.56535
P.ocul,644.366,0.56515
P.ocul,644.641,0.56625
P.ocul,644.916,0.56629
P.ocul,645.19,0.56801
P.ocul,645.465,0.56924
P.ocul,645.74,0.57094
P.ocul,646.015,0.57212
P.ocul,646.29,0.57301
P.ocul,646.565,0.57478
P.ocul,646.84,0.57557
P.ocul,647.114,0.57615
P.ocul,647.389,0.57753
P.ocul,647.664,0.57853
P.ocul,647.939,0.5803
P.ocul,648.214,0.58148
P.ocul,648.489,0.58294
P.ocul,648.763,0.5843
P.ocul,649.038,0.58674
P.ocul,649.313,0.58762
P.ocul,649.588,0.58907
P.ocul,649.863,0.59064
P.ocul,650.137,0.59174
P.ocul,650.412,0.59308
P.ocul,650.687,0.59418
P.ocul,650.962,0.59621
P.ocul,651.237,0.59701
P.ocul,651.511,0.59825
P.ocul,651.786,0.6008
P.ocul,652.061,0.60221
P.ocul,652.336,0.6044
P.ocul,652.611,0.60507
P.ocul,652.885,0.60878
P.ocul,653.16,0.61061
P.ocul,653.435,0.61231
P.ocul,653.71,0.61489
P.ocul,653.984,0.61578
P.ocul,654.259,0.61743
P.ocul,654.534,0.62053
P.ocul,654.809,0.62262
P.ocul,655.083,0.62453
P.ocul,655.358,0.62625
P.ocul,655.633,0.62869
P.ocul,655.908,0.63124
P.ocul,656.182,0.63302
P.ocul,656.457,0.63552
P.ocul,656.732,0.63841
P.ocul,657.007,0.64102
P.ocul,657.281,0.64264
P.ocul,657.556,0.6448
P.ocul,657.831,0.64789
P.ocul,658.105,0.64973
P.ocul,658.38,0.65214
P.ocul,658.655,0.65395
P.ocul,658.93,0.65667
P.ocul,659.204,0.65837
P.ocul,659.479,0.66143
P.ocul,659.754,0.66435
P.ocul,660.028,0.66725
P.ocul,660.303,0.67016
P.ocul,660.578,0.6733
P.ocul,660.852,0.67645
P.ocul,661.127,0.67897
P.ocul,661.402,0.68135
P.ocul,661.676,0.68473
P.ocul,661.951,0.68703
P.ocul,662.226,0.68911
P.ocul,662.501,0.69148
P.ocul,662.775,0.69443
P.ocul,663.05,0.69691
P.ocul,663.325,0.70013
P.ocul,663.599,0.70394
P.ocul,663.874,0.70773
P.ocul,664.148,0.71016
P.ocul,664.423,0.71272
P.ocul,664.698,0.71607
P.ocul,664.972,0.71965
P.ocul,665.247,0.72369
P.ocul,665.522,0.72615
P.ocul,665.796,0.72781
P.ocul,666.071,0.73111
P.ocul,666.346,0.73374
P.ocul,666.62,0.73681
P.ocul,666.895,0.74022
P.ocul,667.169,0.74284
P.ocul,667.444,0.74598
P.ocul,667.719,0.7505
P.ocul,667.993,0.75308
P.ocul,668.268,0.75674
P.ocul,668.543,0.76036
P.ocul,668.817,0.76334
P.ocul,669.092,0.76699
P.ocul,669.366,0.76927
P.ocul,669.641,0.77257
P.ocul,669.915,0.77579
P.ocul,670.19,0.7789
P.ocul,670.465,0.7815
P.ocul,670.739,0.78497
P.ocul,671.014,0.78899
P.ocul,671.288,0.79155
P.ocul,671.563,0.79573
P.ocul,671.838,0.79949
P.ocul,672.112,0.80249
P.ocul,672.387,0.80517
P.ocul,672.661,0.80818
P.ocul,672.936,0.81142
P.ocul,673.21,0.81452
P.ocul,673.485,0.81631
P.ocul,673.759,0.81974
P.ocul,674.034,0.82376
P.ocul,674.309,0.82572
P.ocul,674.583,0.83028
P.ocul,674.858,0.83319
P.ocul,675.132,0.83624
P.ocul,675.407,0.83888
P.ocul,675.681,0.84229
P.ocul,675.956,0.84494
P.ocul,676.23,0.84728
P.ocul,676.505,0.85065
P.ocul,676.779,0.85294
P.ocul,677.054,0.85654
P.ocul,677.328,0.85874
P.ocul,677.603,0.86164
P.ocul,677.877,0.86497
P.ocul,678.152,0.86731
P.ocul,678.426,0.86982
P.ocul,678.701,0.87372
P.ocul,678.975,0.87585
P.ocul,679.25,0.87736
P.ocul,679.524,0.88127
P.ocul,679.799,0.88285
P.ocul,680.073,0.88695
P.ocul,680.348,0.89073
P.ocul,680.622,0.89328
P.ocul,680.897,0.89488
P.ocul,681.171,0.89728
P.ocul,681.446,0.89884
P.ocul,681.72,0.90096
P.ocul,681.995,0.90287
P.ocul,682.269,0.90463
P.ocul,682.543,0.90646
P.ocul,682.818,0.90987
P.ocul,683.092,0.91245
P.ocul,683.367,0.91557
P.ocul,683.641,0.91785
P.ocul,683.916,0.92034
P.ocul,684.19,0.9228
P.ocul,684.465,0.92566
P.ocul,684.739,0.92833
P.ocul,685.013,0.9291
P.ocul,685.288,0.93149
P.ocul,685.562,0.93273
P.ocul,685.837,0.93472
P.ocul,686.111,0.93728
P.ocul,686.386,0.93783
P.ocul,686.66,0.93901
P.ocul,686.934,0.9416
P.ocul,687.209,0.94372
P.ocul,687.483,0.94549
P.ocul,687.758,0.94894
P.ocul,688.032,0.94975
P.ocul,688.306,0.95198
P.ocul,688.581,0.95311
P.ocul,688.855,0.95425
P.ocul,689.129,0.95595
P.ocul,689.404,0.95803
P.ocul,689.678,0.95886
P.ocul,689.953,0.96114
P.ocul,690.227,0.96224
P.ocul,690.501,0.9645
P.ocul,690.776,0.96473
P.ocul,691.05,0.96602
P.ocul,691.324,0.96934
P.ocul,691.599,0.97019
P.ocul,691.873,0.9716
P.ocul,692.147,0.97419
P.ocul,692.422,0.97421
P.ocul,692.696,0.97517
P.ocul,692.971,0.97696
P.ocul,693.245,0.97811
P.ocul,693.519,0.97883
P.ocul,693.794,0.97965
P.ocul,694.068,0.97974
P.ocul,694.342,0.98085
P.ocul,694.617,0.98196
P.ocul,694.891,0.98444
P.ocul,695.165,0.98502
P.ocul,695.439,0.98765
P.ocul,695.714,0.98771
P.ocul,695.988,0.98892
P.ocul,696.262,0.99115
P.ocul,696.537,0.99304
P.ocul,696.811,0.99276
P.ocul,697.085,0.99366
P.ocul,697.36,0.9932
P.ocul,697.634,0.99467
P.ocul,697.908,0.99553
P.ocul,698.182,0.99598
P.ocul,698.457,0.99721
P.ocul,698.731,0.99675
P.ocul,699.005,0.99809
P.ocul,699.28,0.99964
P.ocul,699.554,1.002
P.ocul,699.828,1.0027
P.ocul,700.102,1.0036
P.ocul,700.377,1.004
P.ocul,700.651,1.0052
P.ocul,700.925,1.005
P.ocul,701.199,1.0049
P.ocul,701.474,1.005
P.ocul,701.748,1.0049
P.ocul,702.022,1.0058
P.ocul,702.296,1.0065
P.ocul,702.571,1.0071
P.ocul,702.845,1.0064
P.ocul,703.119,1.007
P.ocul,703.393,1.0083
P.ocul,703.668,1.0086
P.ocul,703.942,1.0099
P.ocul,704.216,1.0101
P.ocul,704.49,1.0111
P.ocul,704.764,1.0113
P.ocul,705.039,1.0126
P.ocul,705.313,1.013
P.ocul,705.587,1.013
P.ocul,705.861,1.0132
P.ocul,706.135,1.0126
P.ocul,706.41,1.0129
P.ocul,706.684,1.0136
P.ocul,706.958,1.014
P.ocul,707.232,1.0149
P.ocul,707.506,1.0162
P.ocul,707.781,1.0158
P.ocul,708.055,1.0169
P.ocul,708.329,1.0175
P.ocul,708.603,1.0182
P.ocul,708.877,1.0198
P.ocul,709.151,1.0191
P.ocul,709.426,1.0187
P.ocul,709.7,1.0197
P.ocul,709.974,1.0188
P.ocul,710.248,1.0195
P.ocul,710.522,1.0201
P.ocul,710.796,1.0191
P.ocul,711.071,1.0203
P.ocul,711.345,1.0207
P.ocul,711.619,1.0201
P.ocul,711.893,1.021
P.ocul,712.167,1.0215
P.ocul,712.441,1.0222
P.ocul,712.715,1.0226
P.ocul,712.989,1.0219
P.ocul,713.264,1.0228
P.ocul,713.538,1.0231
P.ocul,713.812,1.0233
P.ocul,714.086,1.0229
P.ocul,714.36,1.022
P.ocul,714.634,1.0227
P.ocul,714.908,1.0227
P.ocul,715.182,1.0222
P.ocul,715.456,1.0225
P.ocul,715.731,1.0227
P.ocul,716.005,1.023
P.ocul,716.279,1.0241
P.ocul,716.553,1.0248
P.ocul,716.827,1.0248
P.ocul,717.101,1.0242
P.ocul,717.375,1.0262
P.ocul,717.649,1.0264
P.ocul,717.923,1.0265
P.ocul,718.197,1.0275
P.ocul,718.471,1.0282
P.ocul,718.745,1.0285
P.ocul,719.019,1.0271
P.ocul,719.294,1.0271
P.ocul,719.568,1.0267
P.ocul,719.842,1.0277
P.ocul,720.116,1.0278
P.ocul,720.39,1.0271
P.ocul,720.664,1.0277
P.ocul,720.938,1.0269
P.ocul,721.212,1.0278
P.ocul,721.486,1.0286
P.ocul,721.76,1.0285
P.ocul,722.034,1.0286
P.ocul,722.308,1.0299
P.ocul,722.582,1.0292
P.ocul,722.856,1.0293
P.ocul,723.13,1.0284
P.ocul,723.404,1.0291
P.ocul,723.678,1.0286
P.ocul,723.952,1.0282
P.ocul,724.226,1.0277
P.ocul,724.5,1.0283
P.ocul,724.774,1.0286
P.ocul,725.048,1.0278
P.ocul,725.322,1.0281
P.ocul,725.596,1.0291
P.ocul,725.87,1.0286
P.ocul,726.144,1.029
P.ocul,726.418,1.0281
P.ocul,726.692,1.0287
P.ocul,726.966,1.0292
P.ocul,727.24,1.0278
P.ocul,727.514,1.0279
P.ocul,727.788,1.0283
P.ocul,728.062,1.028
P.ocul,728.336,1.0273
P.ocul,728.61,1.0281
P.ocul,728.884,1.028
P.ocul,729.158,1.028
P.ocul,729.432,1.0283
P.ocul,729.706,1.0294
P.ocul,729.979,1.0301
P.ocul,730.253,1.0298
P.ocul,730.527,1.03
P.ocul,730.801,1.029
P.ocul,731.075,1.0291
P.ocul,731.349,1.0292
P.ocul,731.623,1.0314
P.ocul,731.897,1.0299
P.ocul,732.171,1.0301
P.ocul,732.445,1.0284
P.ocul,732.719,1.0277
P.ocul,732.993,1.0283
P.ocul,733.267,1.0283
P.ocul,733.54,1.029
P.ocul,733.814,1.0291
P.ocul,734.088,1.0296
P.ocul,734.362,1.0287
P.ocul,734.636,1.029
P.ocul,734.91,1.0297
P.ocul,735.184,1.0308
P.ocul,735.458,1.0298
P.ocul,735.732,1.0309
P.ocul,736.005,1.0301
P.ocul,736.279,1.029
P.ocul,736.553,1.0292
P.ocul,736.827,1.0282
P.ocul,737.101,1.0284
P.ocul,737.375,1.0282
P.ocul,737.649,1.0276
P.ocul,737.922,1.0268
P.ocul,738.196,1.0273
P.ocul,738.47,1.0269
P.ocul,738.744,1.0278
P.ocul,739.018,1.0273
P.ocul,739.292,1.0289
P.ocul,739.566,1.0281
P.ocul,739.839,1.0286
P.ocul,740.113,1.0297
P.ocul,740.387,1.0291
P.ocul,740.661,1.0277
P.ocul,740.935,1.0284
P.ocul,741.209,1.0277
P.ocul,741.482,1.0282
P.ocul,741.756,1.0283
P.ocul,742.03,1.03
P.ocul,742.304,1.0275
P.ocul,742.578,1.0281
P.ocul,742.851,1.0281
P.ocul,743.125,1.0281
P.ocul,743.399,1.0286
P.ocul,743.673,1.0282
P.ocul,743.947,1.0283
P.ocul,744.22,1.0298
P.ocul,744.494,1.0301
P.ocul,744.768,1.0299
P.ocul,745.042,1.0292
P.ocul,745.315,1.0302
P.ocul,745.589,1.029
P.ocul,745.863,1.0291
P.ocul,746.137,1.0277
P.ocul,746.411,1.0274
P.ocul,746.684,1.0267
P.ocul,746.958,1.0277
P.ocul,747.232,1.0274
P.ocul,747.506,1.0267
